id,code snippet
816,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 798"
817,"for i in range(10):
    print(i)
# Sample ID: 575"
818,"while True:
    do_something()
# Sample ID: 182"
819,"x = [1, 2, 3]
print(x)
# Sample ID: 394"
820,"for i in range(10):
    print(i)
# Sample ID: 816"
821,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 712"
822,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 794"
823,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 893"
824,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 860"
825,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 11"
826,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 695"
827,"def add(a, b):
    return a + b
# Sample ID: 428"
828,"for i in range(10):
print(i)
# Sample ID: 283"
829,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 811"
830,"while True:
    do_something()
# Sample ID: 342"
831,"while True
    do_something()
# Sample ID: 292"
832,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 755"
833,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 627"
834,"def foo()
    print('Missing colon in function definition')
# Sample ID: 944"
835,"x = [1, 2, 3]
print x
# Sample ID: 862"
836,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 130"
837,"while True:
    do_something()
# Sample ID: 176"
838,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 324"
839,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 91"
840,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 844"
841,"def add(a, b)
    return a + b
# Sample ID: 964"
842,"if x == 5:
    print('x is 5')
# Sample ID: 865"
843,"while True
    do_something()
# Sample ID: 866"
844,"if x = 5:
    print('x is 5')
# Sample ID: 922"
845,"def add(a, b)
    return a + b
# Sample ID: 696"
846,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 216"
847,"x = [1, 2, 3]
print(x)
# Sample ID: 781"
848,"if x == 5:
    print('x is 5')
# Sample ID: 262"
849,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 159"
850,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 59"
851,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 989"
852,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 842"
853,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 635"
854,"if x = 5:
    print('x is 5')
# Sample ID: 517"
855,"while True:
    do_something()
# Sample ID: 429"
856,"while True:
    do_something()
# Sample ID: 748"
857,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 598"
858,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 196"
859,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 784"
860,"def add(a, b)
    return a + b
# Sample ID: 870"
861,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 411"
862,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 97"
863,"x = [1, 2, 3]
print(x)
# Sample ID: 1"
864,"while True:
    do_something()
# Sample ID: 506"
865,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 157"
866,"def foo()
    print('Missing colon in function definition')
# Sample ID: 420"
867,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 803"
868,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 478"
869,"x = [1, 2, 3]
print(x)
# Sample ID: 856"
870,"while True
    do_something()
# Sample ID: 669"
871,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 418"
872,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 872"
873,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 300"
874,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 448"
875,"def foo()
    print('Missing colon in function definition')
# Sample ID: 554"
876,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 179"
877,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 391"
878,"for i in range(10):
print(i)
# Sample ID: 579"
879,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 478"
880,"def add(a, b):
    return a + b
# Sample ID: 707"
881,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 288"
882,"x = [1, 2, 3]
print(x)
# Sample ID: 645"
883,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 24"
884,"def foo()
    print('Missing colon in function definition')
# Sample ID: 821"
885,"if x == 5:
    print('x is 5')
# Sample ID: 825"
886,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 985"
887,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 339"
888,"x = [1, 2, 3]
print x
# Sample ID: 665"
889,"while True
    do_something()
# Sample ID: 143"
890,"if x == 5:
    print('x is 5')
# Sample ID: 517"
891,"def add(a, b):
    return a + b
# Sample ID: 430"
892,"if x = 5:
    print('x is 5')
# Sample ID: 865"
893,"for i in range(10):
print(i)
# Sample ID: 422"
894,"while True
    do_something()
# Sample ID: 637"
895,"if x == 5:
    print('x is 5')
# Sample ID: 407"
896,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 800"
897,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 404"
898,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 616"
899,"x = [1, 2, 3]
print x
# Sample ID: 295"
900,"def foo()
    print('Missing colon in function definition')
# Sample ID: 924"
901,"while True:
    do_something()
# Sample ID: 269"
902,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 903"
903,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 89"
904,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 42"
905,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 802"
906,"if x == 5:
    print('x is 5')
# Sample ID: 934"
907,"while True
    do_something()
# Sample ID: 132"
908,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 2"
909,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 158"
910,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 95"
911,"while True:
    do_something()
# Sample ID: 855"
912,"x = [1, 2, 3]
print(x)
# Sample ID: 345"
913,"x = [1, 2, 3]
print(x)
# Sample ID: 499"
914,"if x = 5:
    print('x is 5')
# Sample ID: 165"
915,"while True
    do_something()
# Sample ID: 725"
916,"if x = 5:
    print('x is 5')
# Sample ID: 291"
917,"def add(a, b):
    return a + b
# Sample ID: 209"
918,"while True:
    do_something()
# Sample ID: 589"
919,"for i in range(10):
    print(i)
# Sample ID: 897"
920,"while True:
    do_something()
# Sample ID: 642"
921,"for i in range(10):
    print(i)
# Sample ID: 362"
922,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 779"
923,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 840"
924,"def add(a, b)
    return a + b
# Sample ID: 349"
925,"while True:
    do_something()
# Sample ID: 945"
926,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 572"
927,"if x = 5:
    print('x is 5')
# Sample ID: 918"
928,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 977"
929,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 914"
930,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 469"
931,"def add(a, b):
    return a + b
# Sample ID: 592"
932,"def add(a, b):
    return a + b
# Sample ID: 318"
933,"x = [1, 2, 3]
print(x)
# Sample ID: 845"
934,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 137"
935,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 459"
936,"if x = 5:
    print('x is 5')
# Sample ID: 376"
937,"if x == 5:
    print('x is 5')
# Sample ID: 343"
938,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 334"
939,"if x == 5:
    print('x is 5')
# Sample ID: 160"
940,"x = [1, 2, 3]
print(x)
# Sample ID: 761"
941,"for i in range(10):
    print(i)
# Sample ID: 458"
942,"def add(a, b)
    return a + b
# Sample ID: 817"
943,"while True:
    do_something()
# Sample ID: 115"
944,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 6"
945,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 857"
946,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 955"
947,"x = [1, 2, 3]
print(x)
# Sample ID: 851"
948,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 911"
949,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 930"
950,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 126"
951,"x = [1, 2, 3]
print x
# Sample ID: 329"
952,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 248"
953,"def foo()
    print('Missing colon in function definition')
# Sample ID: 319"
954,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 690"
955,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 359"
956,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 733"
957,"x = [1, 2, 3]
print x
# Sample ID: 168"
958,"def add(a, b)
    return a + b
# Sample ID: 13"
959,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 927"
960,"for i in range(10):
print(i)
# Sample ID: 172"
961,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 650"
962,"def add(a, b):
    return a + b
# Sample ID: 62"
963,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 261"
964,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 367"
965,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 549"
966,"def foo()
    print('Missing colon in function definition')
# Sample ID: 902"
967,"x = [1, 2, 3]
print x
# Sample ID: 673"
968,"while True
    do_something()
# Sample ID: 259"
969,"x = [1, 2, 3]
print x
# Sample ID: 845"
970,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 868"
971,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 800"
972,"x = [1, 2, 3]
print x
# Sample ID: 139"
973,"for i in range(10):
print(i)
# Sample ID: 894"
974,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 838"
975,"def add(a, b)
    return a + b
# Sample ID: 550"
976,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 320"
977,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 527"
978,"def add(a, b):
    return a + b
# Sample ID: 806"
979,"def add(a, b):
    return a + b
# Sample ID: 178"
980,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 559"
981,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 140"
982,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 735"
983,"while True
    do_something()
# Sample ID: 532"
984,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 225"
985,"while True
    do_something()
# Sample ID: 724"
986,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 787"
987,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 718"
988,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 8"
989,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 410"
990,"def add(a, b)
    return a + b
# Sample ID: 326"
991,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 766"
992,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 300"
993,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 263"
994,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 946"
995,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 26"
996,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 859"
997,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 715"
998,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 10"
999,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 194"
1000,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 441"
1001,"while True
    do_something()
# Sample ID: 574"
1002,"def foo()
    print('Missing colon in function definition')
# Sample ID: 947"
1003,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 998"
1004,"if x = 5:
    print('x is 5')
# Sample ID: 504"
1005,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 606"
1006,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 717"
1007,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 164"
1008,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 787"
1009,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 847"
1010,"def foo()
    print('Missing colon in function definition')
# Sample ID: 4"
1011,"def add(a, b):
    return a + b
# Sample ID: 287"
1012,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 223"
1013,"def foo()
    print('Missing colon in function definition')
# Sample ID: 468"
1014,"while True
    do_something()
# Sample ID: 322"
1015,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 6"
1016,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 223"
1017,"while True:
    do_something()
# Sample ID: 375"
1018,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 548"
1019,"if x = 5:
    print('x is 5')
# Sample ID: 229"
1020,"def foo()
    print('Missing colon in function definition')
# Sample ID: 40"
1021,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 543"
1022,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 243"
1023,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 899"
1024,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 134"
1025,"if x == 5:
    print('x is 5')
# Sample ID: 449"
1026,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 869"
1027,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 843"
1028,"while True:
    do_something()
# Sample ID: 419"
1029,"def add(a, b):
    return a + b
# Sample ID: 654"
1030,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 970"
1031,"def add(a, b)
    return a + b
# Sample ID: 662"
1032,"for i in range(10):
    print(i)
# Sample ID: 211"
1033,"for i in range(10):
print(i)
# Sample ID: 315"
1034,"x = [1, 2, 3]
print x
# Sample ID: 692"
1035,"if x == 5:
    print('x is 5')
# Sample ID: 504"
1036,"def add(a, b)
    return a + b
# Sample ID: 425"
1037,"while True
    do_something()
# Sample ID: 595"
1038,"def add(a, b):
    return a + b
# Sample ID: 964"
1039,"while True
    do_something()
# Sample ID: 623"
1040,"x = [1, 2, 3]
print(x)
# Sample ID: 171"
1041,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 44"
1042,"x = [1, 2, 3]
print x
# Sample ID: 228"
1043,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 118"
1044,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 332"
1045,"for i in range(10):
    print(i)
# Sample ID: 316"
1046,"def foo()
    print('Missing colon in function definition')
# Sample ID: 67"
1047,"for i in range(10):
print(i)
# Sample ID: 25"
1048,"def foo()
    print('Missing colon in function definition')
# Sample ID: 145"
1049,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 537"
1050,"x = [1, 2, 3]
print x
# Sample ID: 812"
1051,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 467"
1052,"for i in range(10):
print(i)
# Sample ID: 86"
1053,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 661"
1054,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 646"
1055,"x = [1, 2, 3]
print(x)
# Sample ID: 805"
1056,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 818"
1057,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 577"
1058,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 145"
1059,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 363"
1060,"while True:
    do_something()
# Sample ID: 612"
1061,"while True:
    do_something()
# Sample ID: 866"
1062,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 27"
1063,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 31"
1064,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 304"
1065,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 356"
1066,"while True:
    do_something()
# Sample ID: 731"
1067,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 666"
1068,"for i in range(10):
print(i)
# Sample ID: 365"
1069,"for i in range(10):
print(i)
# Sample ID: 78"
1070,"def add(a, b)
    return a + b
# Sample ID: 28"
1071,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 437"
1072,"for i in range(10):
print(i)
# Sample ID: 526"
1073,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 835"
1074,"def foo()
    print('Missing colon in function definition')
# Sample ID: 56"
1075,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 639"
1076,"def foo()
    print('Missing colon in function definition')
# Sample ID: 303"
1077,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 719"
1078,"while True
    do_something()
# Sample ID: 625"
1079,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 8"
1080,"if x = 5:
    print('x is 5')
# Sample ID: 804"
1081,"if x == 5:
    print('x is 5')
# Sample ID: 50"
1082,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 337"
1083,"for i in range(10):
print(i)
# Sample ID: 48"
1084,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 764"
1085,"if x = 5:
    print('x is 5')
# Sample ID: 107"
1086,"while True
    do_something()
# Sample ID: 350"
1087,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 80"
1088,"def add(a, b)
    return a + b
# Sample ID: 239"
1089,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 214"
1090,"for i in range(10):
    print(i)
# Sample ID: 776"
1091,"x = [1, 2, 3]
print(x)
# Sample ID: 139"
1092,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 794"
1093,"x = [1, 2, 3]
print(x)
# Sample ID: 587"
1094,"x = [1, 2, 3]
print(x)
# Sample ID: 583"
1095,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 672"
1096,"def foo()
    print('Missing colon in function definition')
# Sample ID: 524"
1097,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 233"
1098,"x = [1, 2, 3]
print x
# Sample ID: 645"
1099,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 508"
1100,"while True
    do_something()
# Sample ID: 534"
1101,"def add(a, b):
    return a + b
# Sample ID: 942"
1102,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 604"
1103,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 330"
1104,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 75"
1105,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 305"
1106,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 61"
1107,"x = [1, 2, 3]
print(x)
# Sample ID: 264"
1108,"for i in range(10):
print(i)
# Sample ID: 93"
1109,"def foo()
    print('Missing colon in function definition')
# Sample ID: 667"
1110,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 281"
1111,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 114"
1112,"while True
    do_something()
# Sample ID: 360"
1113,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 129"
1114,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 170"
1115,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 848"
1116,"x = [1, 2, 3]
print(x)
# Sample ID: 522"
1117,"for i in range(10):
print(i)
# Sample ID: 111"
1118,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 43"
1119,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 126"
1120,"while True
    do_something()
# Sample ID: 205"
1121,"x = [1, 2, 3]
print x
# Sample ID: 53"
1122,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 546"
1123,"if x = 5:
    print('x is 5')
# Sample ID: 69"
1124,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 741"
1125,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 548"
1126,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 184"
1127,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 138"
1128,"def add(a, b)
    return a + b
# Sample ID: 900"
1129,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 797"
1130,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 133"
1131,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 81"
1132,"for i in range(10):
    print(i)
# Sample ID: 987"
1133,"if x == 5:
    print('x is 5')
# Sample ID: 541"
1134,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 542"
1135,"while True:
    do_something()
# Sample ID: 669"
1136,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 984"
1137,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 166"
1138,"if x = 5:
    print('x is 5')
# Sample ID: 249"
1139,"while True
    do_something()
# Sample ID: 447"
1140,"for i in range(10):
    print(i)
# Sample ID: 515"
1141,"def foo()
    print('Missing colon in function definition')
# Sample ID: 859"
1142,"while True:
    do_something()
# Sample ID: 212"
1143,"for i in range(10):
print(i)
# Sample ID: 98"
1144,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 974"
1145,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 738"
1146,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 256"
1147,"x = [1, 2, 3]
print x
# Sample ID: 103"
1148,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 435"
1149,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 75"
1150,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 792"
1151,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 235"
1152,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 919"
1153,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 712"
1154,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 671"
1155,"for i in range(10):
    print(i)
# Sample ID: 621"
1156,"while True
    do_something()
# Sample ID: 763"
1157,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 990"
1158,"for i in range(10):
print(i)
# Sample ID: 389"
1159,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 236"
1160,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 507"
1161,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 268"
1162,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 188"
1163,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 118"
1164,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 607"
1165,"if x = 5:
    print('x is 5')
# Sample ID: 674"
1166,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 250"
1167,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 453"
1168,"while True:
    do_something()
# Sample ID: 995"
1169,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 95"
1170,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 34"
1171,"while True:
    do_something()
# Sample ID: 464"
1172,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 668"
1173,"if x = 5:
    print('x is 5')
# Sample ID: 449"
1174,"def foo()
    print('Missing colon in function definition')
# Sample ID: 717"
1175,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 810"
1176,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 518"
1177,"x = [1, 2, 3]
print x
# Sample ID: 1"
1178,"if x == 5:
    print('x is 5')
# Sample ID: 376"
1179,"x = [1, 2, 3]
print(x)
# Sample ID: 102"
1180,"x = [1, 2, 3]
print(x)
# Sample ID: 109"
1181,"def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 227"
1182,"def add(a, b)
    return a + b
# Sample ID: 83"
1183,"while True:
    do_something()
# Sample ID: 289"
1184,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 677"
1185,"def add(a, b):
    return a + b
# Sample ID: 921"
1186,"x = [1, 2, 3]
print(x)
# Sample ID: 47"
1187,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 771"
1188,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 947"
1189,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 281"
1190,"while True:
    do_something()
# Sample ID: 581"
1191,"for i in range(10):
    print(i)
# Sample ID: 489"
1192,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 405"
1193,"def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 728"
1194,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 299"
1195,"while True:
    do_something()
# Sample ID: 341"
1196,"def foo()
    print('Missing colon in function definition')
# Sample ID: 105"
1197,"if x = 5:
    print('x is 5')
# Sample ID: 689"
1198,"x = [1, 2, 3]
print(x)
# Sample ID: 306"
1199,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 827"
1200,"def add(a, b)
    return a + b
# Sample ID: 63"
1201,"while True
    do_something()
# Sample ID: 853"
1202,"if x == 5:
    print('x is 5')
# Sample ID: 354"
1203,"def foo()
    print('Missing colon in function definition')
# Sample ID: 224"
1204,"if x = 5:
    print('x is 5')
# Sample ID: 146"
1205,"lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 89"
1206,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 374"
1207,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 421"
1208,"while True:
    do_something()
# Sample ID: 143"
1209,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 827"
1210,"if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 495"
1211,"while True:
    do_something()
# Sample ID: 602"
1212,"def add(a, b):
    return a + b
# Sample ID: 271"
1213,"def foo()
    print('Missing colon in function definition')
# Sample ID: 10"
